seller_id,total_gmv,total_items_sold,total_orders,avg_item_price,median_seller_processing_days,median_delivery_time_days,late_delivery_rate,avg_review_score,review_coverage,product_category
038b75b729c8a9a04b0d07cba7eabe86,467.0,2,2,233.5,1.0,17.5,0.5,3.5,1.0,housewares
039b29ff3b3473435d0cd59040575de9,114.9,9,9,12.766666666666667,3.0,1.0,0.0,4.444444444444445,1.0,music
039e6ad9dae79614493083e241147386,12925.0,5,5,2585.0,3.0,3.0,0.2,4.0,1.0,garden_tools
03a2a6dcbe45d639c4dc2a0d24769c40,1078.41,9,9,119.82333333333334,1.0,7.0,0.1111111111111111,4.111111111111111,1.0,garden_tools
03bd479e1d9484cdb14104d3023f7321,359.70000000000005,3,3,119.90000000000002,5.0,20.0,0.0,4.333333333333333,1.0,auto
0417b067eeab773d2f7061a726dc477f,1859.18,13,13,143.01384615384615,1.0,14.0,0.23076923076923078,3.923076923076923,1.0,auto
042573af89b6d931f672efaf789d8358,413.48,3,3,137.82666666666668,1.0,2.0,0.3333333333333333,3.6666666666666665,1.0,small_appliances
04308b1ee57b6625f47df1d56f00eedf,58461.9,91,91,642.4384615384615,4.0,10.0,0.07692307692307693,3.934065934065934,1.0,health_beauty
0432ead42b6c8a0bdf68154add917fdf,7574.400000000001,87,87,87.06206896551724,1.0,5.0,0.022988505747126436,4.551724137931035,1.0,toys
044668ccd5316b12a7cf0d54a156e3e9,137.8,4,4,34.45,1.0,5.0,0.0,5.0,1.0,food
04843805947f0fc584fc1969b6e50fe7,1400.0,2,2,700.0,8.0,6.0,0.0,5.0,1.0,bed_bath_table
048c2757535328e0d7dac690ad3c0aae,9065.08,50,50,181.3016,2.0,13.0,0.12,4.244897959183674,0.98,fashion_shoes
04aa0a1c5ce6b222003403a3e11c3cc0,5518.0,17,17,324.5882352941176,3.0,8.0,0.11764705882352941,3.5294117647058822,1.0,auto
04aba03279157f6d4e0fe8ccaf21963c,2416.0,15,15,161.06666666666666,2.0,2.0,0.06666666666666667,4.533333333333333,1.0,health_beauty
04e38a233f726ef161074ab1c9b0399a,991.6,24,24,41.31666666666667,4.5,1.0,0.041666666666666664,4.166666666666667,1.0,sports_leisure
04ee0ec01589969663ba5967c0e0bdc0,289.49,1,1,289.49,0.0,2.0,0.0,5.0,1.0,arts_and_craftmanship
04fdea0c111866e6cf812f1570d6b5bd,865.0,8,8,108.125,4.0,12.0,0.125,3.5,1.0,computers_accessories
0509040ea3fe50071181bbc359eb7738,3689.35,96,96,38.430729166666666,1.0,8.0,0.041666666666666664,4.494736842105263,0.9895833333333334,sports_leisure
052577151711aec5c744fe12e66db3e1,687.0,1,1,687.0,6.0,7.0,0.0,5.0,1.0,small_appliances
054694fa03fe82cec4b7551487331d74,8286.1,21,21,394.5761904761905,4.0,12.0,0.2857142857142857,3.2857142857142856,1.0,small_appliances
056b4ada5bbc2c50cc7842547dda6b51,11651.43,62,62,187.92629032258066,1.0,6.0,0.11290322580645161,4.19672131147541,0.9838709677419355,watches_gifts
0570350b23eda5444f8d1d9544932058,626.9,11,11,56.99090909090909,1.0,1.0,0.0,5.0,1.0,perfumery
05730013efda596306417c3b09302475,952.0,4,4,238.0,2.0,6.0,0.0,5.0,1.0,furniture_decor
058cb5aeb36d7c0fcae20fc85d5e0a59,1236.0,12,12,103.0,1.0,5.5,0.08333333333333333,3.5833333333333335,1.0,luggage_accessories
058fd0aa2bfdb2274e05e1ae971dabb6,7410.9,62,62,119.53064516129032,1.0,6.0,0.08064516129032258,4.370967741935484,1.0,perfumery
05a48cc8859962767935ab9087417fbb,42.9,1,1,42.9,5.0,5.0,0.0,5.0,1.0,garden_tools
05a940b4ecae36cadfd8e93bd9c43257,695.1,9,9,77.23333333333333,2.0,10.0,0.0,4.222222222222222,1.0,computers_accessories
05aebce0b5c8f0d41b29b686f2d05fd3,74.99000000000001,2,2,37.495000000000005,1.0,2.0,0.0,5.0,1.0,garden_tools
05ca864204d09595ae591b93ea9cf93d,179.9,1,1,179.9,3.0,1.0,0.0,5.0,1.0,consoles_games
05d2173d43ea568aa0540eba70d2ca76,5759.66,66,66,87.26757575757576,1.0,10.0,0.045454545454545456,4.0,0.9696969696969697,auto
05e107217c7266362fd44b75b2cd4cc4,193.38,8,8,24.1725,1.0,2.0,0.25,4.125,1.0,stationery
05f51e13da97139648b8125c31e5f51b,13100.31,60,60,218.33849999999998,2.0,6.0,0.15,4.25,1.0,baby
05feb94f19d094d4b0f9281f0b1d4c99,9353.0,6,6,1558.8333333333333,1.0,12.5,0.0,4.5,1.0,garden_tools
05ff92fedb5be47920fea08e501238b9,20815.98,59,59,352.81322033898306,1.0,9.0,0.03389830508474576,4.271186440677966,1.0,cool_stuff
062c325cd6a2b87845fab56b4ec2eeae,133.22,2,2,66.61,1.0,3.5,0.0,5.0,1.0,baby
062ce95fa2ad4dfaedfc79260130565f,7479.1,59,59,126.76440677966103,4.0,6.0,0.03389830508474576,4.016949152542373,1.0,furniture_decor
06532f10282704ef4c69168b914b77be,9827.95,8,8,1228.49375,2.0,13.5,0.0,4.625,1.0,garden_tools
06579cb253ecd5a3a12a9e6eb6bf8f47,4587.400000000001,70,70,65.53428571428572,1.0,5.0,0.1,3.842857142857143,1.0,housewares
066a6914e1ebf3ea95a216c73a986b91,8881.48,71,71,125.0912676056338,2.0,7.0,0.04225352112676056,3.9859154929577465,1.0,sports_leisure
0691148aee60ca47977c187804f935ae,5832.61,52,52,112.16557692307691,1.0,6.0,0.038461538461538464,3.9711538461538463,1.0,sports_leisure
0692610d8abe24f287e9fae90ea0bbee,173.99,4,4,43.4975,5.0,1.0,0.25,4.0,1.0,computers_accessories
06a2c3af7b3aee5d69171b0e14f0ee87,34226.17,383,383,89.3633681462141,2.0,11.0,0.20365535248041775,3.992021276595745,0.9817232375979112,health_beauty
06bb3a2fe5e7b7a845b13e8fb91bd944,1446.59,17,17,85.0935294117647,0.0,6.0,0.0,4.588235294117647,1.0,health_beauty
06df0c10d34e459d9672bc77388742eb,9070.0,30,30,302.3333333333333,0.0,6.0,0.03333333333333333,4.366666666666666,1.0,sports_leisure
06e5eefc71ec47ae763c5c6f8db7064f,21478.68,92,92,233.46391304347827,1.0,7.0,0.0,3.9444444444444446,0.9782608695652174,computers_accessories
07017df32dc5f2f1d2801e579548d620,946.49,9,9,105.16555555555556,1.0,6.0,0.0,4.111111111111111,1.0,telephony
070d165398b553f3b4b851c216b8a358,3333.17,38,38,87.715,3.0,4.0,0.10526315789473684,3.5405405405405403,0.9736842105263158,pet_shop
0725b8c0f3f906e58f70cbe76b7c748c,2161.52,36,36,60.04222222222222,2.0,4.0,0.1111111111111111,3.6527777777777777,1.0,housewares
0743a0239d764b9a0f959a57d07e36ab,336.96,4,4,84.24,1.0,2.5,0.0,4.75,1.0,food
0747d5bb69f0586cc869d8af4c50f93e,322.8,13,13,24.83076923076923,3.0,7.0,0.07692307692307693,3.8461538461538463,1.0,perfumery
0761743cbffb25d7148189e9f1a5f03a,241.2,7,7,34.457142857142856,3.0,10.0,0.0,4.285714285714286,1.0,health_beauty
077c5fae4bea9500e3737b16f71b9d3a,106.80000000000001,6,6,17.8,4.5,1.0,0.0,4.666666666666667,1.0,housewares
0791d9fc1e30678ecf03d3e55fa108d3,842.0,11,11,76.54545454545455,1.0,3.0,0.0,2.727272727272727,1.0,housewares
079d295dcbf06ee8bb1b65ba964eb2b6,349.3,10,10,34.93,0.0,5.0,0.0,4.8,1.0,construction_tools_construction
07a9bc7f61396b658ddf3ac534efe44c,119.9,1,1,119.9,1.0,4.0,0.0,3.5,1.0,toys
07bf9669d84d1f11be443a9dd938f698,1776.0,24,24,74.0,1.0,6.0,0.0,3.25,1.0,kitchen_dining_laundry_garden_furniture
07d75e33f2750d97d467fb57e4dfdd8a,722.4,2,2,361.2,4.5,5.5,0.0,2.5,1.0,computers_accessories
07de60b03d150fb3ea09eab5da5e4c8b,719.1,9,9,79.9,0.0,7.0,0.1111111111111111,4.333333333333333,1.0,bed_bath_table
07e8e8fc5222bb358e6f259da3197074,51.8,2,2,25.9,3.5,4.5,0.0,4.0,1.0,unknown
080102cd0a76b09e0dcf55fcacc60e05,5453.37,124,124,43.97879032258064,0.0,6.0,0.04032258064516129,4.516129032258065,1.0,computers_accessories
080199a181c46c657dc5aa235411be3b,14204.710000000001,81,81,175.3667901234568,1.0,2.0,0.012345679012345678,4.6,0.9876543209876543,auto
08061dc0fc165ed41288cc7acde738ee,123.80000000000001,4,4,30.950000000000003,5.0,8.0,0.25,4.5,1.0,computers_accessories
08084d990eb3f53af056ccbc1730c8a7,372.5,12,12,31.041666666666668,2.5,5.0,0.0,4.454545454545454,0.9166666666666666,electronics
081acf3de680d554796c9cf041be7bc2,1597.3,8,8,199.6625,3.0,7.0,0.125,4.125,1.0,furniture_decor
082e0bf4cb865a6533b1e8e498cc0255,2073.3,23,23,90.14347826086957,0.0,9.0,0.13043478260869565,3.3043478260869565,1.0,garden_tools
085f6f7e049c996695fb2074fe38d45e,305.4,8,8,38.175,2.5,7.5,0.0,3.625,1.0,housewares
08633c14ef2db992c11f840f04fad4cd,7363.1,93,93,79.17311827956989,0.0,6.0,0.053763440860215055,4.204301075268817,1.0,sports_leisure
0873d9f8f36123f8d910f4760e788cfb,7265.59,6,6,1210.9316666666666,5.0,3.5,0.3333333333333333,3.1666666666666665,1.0,telephony
0885aaf116795758dfeb5f1032487bcd,2263.4,26,26,87.05384615384615,0.0,2.0,0.0,4.423076923076923,1.0,bed_bath_table
0887a9f087bcd5d9f6642b52f897fc6c,1642.0,12,12,136.83333333333334,0.0,9.0,0.08333333333333333,4.416666666666667,1.0,telephony
08ad4ac1388e4420ca531c3edfc46198,169.64,5,5,33.928,1.0,2.0,0.0,3.0,1.0,pet_shop
08cdbae123ff67ca4e36d9d641ce0119,3098.99,6,6,516.4983333333333,9.0,19.5,0.6666666666666666,2.5,1.0,furniture_living_room
08d0949a9a17c027262db1f3c450c26c,324.8,12,12,27.066666666666666,3.5,9.0,0.0,3.7083333333333335,1.0,furniture_decor
08d1c9478fb0d7d7fcac9c0da4e82fc7,538.0,1,1,538.0,5.0,4.0,0.0,5.0,1.0,furniture_decor
08d2d642cf72b622b14dde1d2f5eb2f5,909.0,20,20,45.45,2.0,9.0,0.1,4.45,1.0,stationery
08f5819815f3d06545011850bd70f0a8,452.0,3,3,150.66666666666666,1.0,7.0,0.0,4.666666666666667,1.0,health_beauty
091065b789659bc3cd9af9cb3a6253ff,1359.0,2,2,679.5,0.5,9.0,0.0,3.5,1.0,cool_stuff
0936e1837d0c79253456bbb2ffaaef10,38.9,2,2,19.45,4.0,12.0,0.0,5.0,1.0,garden_tools
093805f8f2aeb63881444571e1f48f30,1215.79,27,27,45.029259259259256,1.0,5.0,0.037037037037037035,3.814814814814815,1.0,health_beauty
094ced053e257ae8cae57205592d6712,1473.3,18,18,81.85,0.0,8.0,0.0,4.055555555555555,1.0,health_beauty
0951a6e282947e09cd47969f4ed0b47f,492.3,7,7,70.32857142857144,0.0,3.0,0.0,4.857142857142857,1.0,perfumery
09883d9ab71c8fe8a9bfc7fc3075b07e,269.6,4,4,67.4,1.5,7.0,0.25,4.0,1.0,health_beauty
099095b050cfe8eb1ddff5317587e96e,5003.84,19,19,263.36,2.0,3.0,0.15789473684210525,3.0526315789473686,1.0,housewares
09bad886111255c5b5030314fc7f1a4a,487.5,5,5,97.5,2.0,1.0,0.0,5.0,1.0,art
09f952a5f58d2285b0372551ae8f9b01,11394.5,55,55,207.1727272727273,1.0,7.0,0.05454545454545454,3.8727272727272726,1.0,furniture_decor
0a198e95d32b1be2da9424c962a6ebfa,69.99,1,1,69.99,12.0,3.0,0.0,5.0,1.0,garden_tools
0a82f5fb06a4fe4ac2cf7cb412ec71b8,462.0,2,2,231.0,3.5,1.0,0.0,5.0,1.0,construction_tools_construction
0a85ebe4e328db81ac9109781205e2f7,667.9,12,12,55.65833333333333,0.0,3.0,0.08333333333333333,4.583333333333333,1.0,furniture_decor
0aa2205ca24f113f4658a5c536667426,815.62,11,11,74.14727272727272,0.0,3.0,0.0,2.8181818181818183,1.0,stationery
0ac4201fda2c68ebc0e47cb9423cf3c9,1676.88,14,14,119.77714285714286,1.0,7.5,0.07142857142857142,4.285714285714286,1.0,health_beauty
0ad80de75c811326389cfb1daba7d45e,1449.3999999999999,6,6,241.56666666666663,0.0,5.5,0.0,5.0,0.8333333333333334,toys
0adac9fbd9a2b63cccaac4f8756c1ca8,15441.7,133,133,116.103007518797,4.0,6.0,0.045112781954887216,4.0,1.0,housewares
0ade5cc4a305ed7093a23f68ca47519c,158.88,2,2,79.44,1.0,4.5,0.0,5.0,1.0,auto
0aea4c6ae1505b3228ddf3dd7822ee5b,1427.91,8,8,178.48875,0.5,10.5,0.25,3.875,1.0,watches_gifts
0af2ab31141893d26aca5a404a537dab,59.0,1,1,59.0,0.0,5.0,0.0,5.0,1.0,computers_accessories
0af977692321d895349eded183341d28,257.75,2,2,128.875,0.5,1.0,0.0,4.5,1.0,pet_shop
0afccdb8a34ee5c79f7c06faf2b4d56e,1185.6,24,24,49.4,1.0,6.5,0.08333333333333333,4.086956521739131,0.9583333333333334,telephony
0b0ddbc7b9d9584f442c7ac92b0ff6c9,1416.76,3,3,472.25333333333333,3.0,5.0,0.0,4.666666666666667,1.0,auto
0b18d63d0cd1d723567903fd34a07df2,1678.1399999999999,14,14,119.86714285714285,1.0,5.0,0.0,4.785714285714286,1.0,auto
0b1ca3ef18a63d7eb0c8897fa0849c08,55.0,1,1,55.0,3.0,1.0,0.0,5.0,1.0,health_beauty
0b35c634521043bf4b47e21547b99ab5,13235.65,77,77,171.89155844155843,1.0,8.0,0.11688311688311688,3.526315789473684,0.987012987012987,construction_tools_construction
0b36063d5818f81ccb94b54adfaebbf5,765.0,15,15,51.0,1.0,12.0,0.0,5.0,1.0,garden_tools
0b3f27369a4d8df98f7eb91077e438ac,146.51,2,2,73.255,1.0,5.5,0.0,4.0,1.0,furniture_decor
0b46f784306be7200ca1700aa55d819f,19.9,1,1,19.9,1.0,2.0,0.0,5.0,1.0,auto
0b64bcdb0784abc139af04077d49a20e,137.6,4,4,34.4,2.5,6.0,0.0,4.75,1.0,health_beauty
0b90b6df587eb83608a64ea8b390cf07,27765.81,203,203,136.77738916256158,1.0,10.0,0.034482758620689655,3.992574257425743,0.9950738916256158,computers_accessories
0bae85eb84b9fb3bd773911e89288d54,7233.85,143,143,50.586363636363636,0.0,7.0,0.006993006993006993,4.230769230769231,1.0,housewares
0bb27263628258b8111a0262769fa9db,22.2,1,1,22.2,40.0,1.0,0.0,5.0,1.0,housewares
0bb738e4d789e63e2267697c42d35a2d,1979.4,29,29,68.2551724137931,1.0,6.0,0.034482758620689655,4.620689655172414,1.0,industry_commerce_and_business
0be8ff43f22e456b4e0371b2245e4d01,11168.2,173,173,64.55606936416186,1.0,4.0,0.06358381502890173,3.9653179190751446,1.0,sports_leisure
0bebbb2cea103a4a020c95d43fd7d754,882.4000000000001,6,6,147.0666666666667,0.5,4.5,0.0,5.0,1.0,health_beauty
0bf0150d5b9d60d9cd2906003332f085,5709.7,61,61,93.6016393442623,4.0,5.0,0.14754098360655737,3.689655172413793,0.9508196721311475,furniture_decor
0bfd0b434243adc5c2e1aa6baf19c6aa,371.20000000000005,6,6,61.866666666666674,1.0,7.5,0.0,3.6666666666666665,1.0,housewares
0c7533c71df861ec58ad7ff999ed0e8d,2989.2999999999997,73,73,40.94931506849315,2.0,5.0,0.0410958904109589,4.082191780821918,1.0,perfumery
0c7f30ae9b147eca07affbef92832a6a,479.5,5,5,95.9,1.0,5.0,0.0,5.0,1.0,computers_accessories
0c8380b62e38e8a1e6adbeba7eb9688c,17228.99,218,218,79.0320642201835,2.0,6.5,0.045871559633027525,4.060185185185185,0.9908256880733946,bed_bath_table
0cab2da43793a6f3c5ed8514c5f54627,189.8,2,2,94.9,0.0,4.0,0.0,5.0,1.0,sports_leisure
0cbcee27c791afa0cdcb08587a2013a8,5054.15,39,39,129.59358974358975,1.0,9.0,0.10256410256410256,4.0,1.0,fashion_bags_accessories
0d33a55da925bbf1ff02af5f6059fc7f,519.3,23,23,22.578260869565216,1.0,4.0,0.043478260869565216,4.6521739130434785,1.0,books_technical
0d4c8269e7f0401201794deef160edd6,792.64,4,4,198.16,2.0,17.0,0.0,4.0,1.0,auto
0d83f8e03188682112cc0d93523705cc,696.26,8,8,87.0325,4.0,21.0,0.5,2.75,1.0,computers_accessories
0d85bbda9889ce1f7e63778d24f346eb,4845.2,58,58,83.53793103448275,2.0,10.5,0.1896551724137931,4.211538461538462,0.896551724137931,stationery
0daf5180aa44356f60f8effa533b55a2,144.8,2,2,72.4,0.0,6.0,0.0,5.0,1.0,perfumery
0db783cfcd3b73998abc6e10e59a102f,8979.4,135,135,66.51407407407407,1.0,6.0,0.037037037037037035,4.2164179104477615,0.9925925925925926,telephony
0dd184061fb0eaa7ca37932c68ab91c5,18002.92,188,188,95.76021276595743,2.0,6.0,0.09042553191489362,3.935828877005348,0.9946808510638298,industry_commerce_and_business
0ddefe3c7a032b91f4e25b9c3a08fca1,402.9,10,10,40.29,2.0,4.0,0.0,4.5,1.0,arts_and_craftmanship
0df3984f9dfb3d49ac6366acbd3bbb85,9891.49,88,88,112.40329545454546,2.0,5.0,0.011363636363636364,4.340909090909091,1.0,health_beauty
0dfbed20065e425d2eaefb101f9816c0,84.35,3,3,28.116666666666664,3.0,12.0,0.3333333333333333,2.6666666666666665,1.0,baby
0e44d110fa6a54e121cb2c095a77762f,223.32,6,6,37.22,3.0,7.0,0.16666666666666666,4.333333333333333,1.0,stationery
0e72c1a751b496722a6cb1f10653b62a,140.8,3,3,46.93333333333334,0.0,6.0,0.0,4.666666666666667,1.0,toys
0e982cff76cc0579f632cea8a0e38c9d,971.9,7,7,138.84285714285713,2.0,4.0,0.0,4.142857142857143,1.0,musical_instruments
0ea22c1cfbdc755f86b9b54b39c16043,10422.5,261,261,39.93295019157088,1.0,7.0,0.007662835249042145,4.340466926070039,0.9846743295019157,fashion_bags_accessories
0eaa7e33d73809f1f925f7d07c506cbd,1552.0,15,15,103.46666666666667,0.0,3.0,0.0,4.714285714285714,0.9333333333333333,toys
0ebd97a106433a45a4aebe57c1799778,3046.8,32,32,95.2125,1.0,4.0,0.0,4.5,1.0,fashion_bags_accessories
0ec28cec4046a4a199b6de9b4c891d97,296.6,4,4,74.15,2.0,3.5,0.0,5.0,1.0,health_beauty
0ed6ce5d87fd9c69eaacaeb778d67235,2026.52,42,42,48.25047619047619,3.0,6.5,0.14285714285714285,4.390243902439025,0.9761904761904762,electronics
0ee4fb99ac55ffbbc98795aa01b7f8fa,59.9,1,1,59.9,3.0,3.0,0.0,5.0,1.0,furniture_decor
0ef83d7d83ed97cd2a0049ac8be5f88a,4262.04,52,52,81.96230769230769,1.0,6.0,0.019230769230769232,4.211538461538462,1.0,health_beauty
0f0c984a4a955310903b6b6008660bad,369.81,4,4,92.4525,1.0,9.5,0.0,3.75,1.0,sports_leisure
0f519b0d2e5eb2227c93dd25038bfc01,79.9,1,1,79.9,2.0,9.0,0.0,5.0,1.0,furniture_decor
0f7eea709efdf942b5f95c7516dbacd7,195.74,3,3,65.24666666666667,1.0,3.0,0.0,4.0,1.0,health_beauty
0f80a40c312b2472dca482cf50f5186f,129.9,1,1,129.9,0.0,5.0,0.0,3.0,1.0,perfumery
0f94588695d71662beec8d883ffacf09,9.0,1,1,9.0,0.0,14.0,0.0,5.0,1.0,art
0fe2d9733ed841eb064503920015a8c0,329.76,2,2,164.88,0.0,9.5,0.0,4.5,1.0,auto
0ff83046c3fa22efee8ecf291888b191,768.9000000000001,11,11,69.9,3.0,7.0,0.0,4.818181818181818,1.0,sports_leisure
0ffa40d54288e4f3499b8780dd0f144f,2162.8,35,35,61.79428571428572,1.0,8.0,0.11428571428571428,4.4,1.0,books_technical
10076e5788b8ee532724bcd460baf762,770.28,25,25,30.8112,1.0,6.0,0.04,4.64,1.0,cool_stuff
10089e9f2fd0c668a8fd4e52e1698888,1139.9,3,3,379.9666666666667,2.0,5.0,0.0,4.333333333333333,1.0,air_conditioning
101a3a003516bc11253298b2fad3cb65,450.0,6,6,75.0,0.0,6.0,0.0,4.833333333333333,1.0,fashion_male_clothing
1025f0e2d44d7041d6cf58b6550e0bfa,136402.56,1397,1397,97.639627773801,3.0,6.0,0.06728704366499642,3.867148014440433,0.9914101646385111,furniture_decor
10264f60a8f0a4d2f30810f5c661c673,284.6,4,4,71.15,0.0,2.5,0.0,5.0,1.0,health_beauty
1099a00e0ee3a50935e6c2447ca090c5,849.6999999999999,3,3,283.2333333333333,5.0,0.0,0.3333333333333333,3.6666666666666665,1.0,air_conditioning
10cdd491d1dbea8fb4ead97b19c334ce,208.9,3,3,69.63333333333334,1.0,4.0,0.0,5.0,1.0,pet_shop
10ff823eda2b032e2c93d17a7d294736,1144.98,8,8,143.1225,2.0,5.0,0.0,4.25,1.0,housewares
112453736dbe3889cfb74e1aaa0ba0c1,1890.0,14,14,135.0,4.0,7.0,0.0,4.071428571428571,1.0,auto
1127b7f2594683f2510f1c2c834a486b,6669.7,128,128,52.10703125,1.0,5.0,0.0546875,4.1796875,1.0,garden_tools
11305281b50fff20ae8bb473f8e11876,6528.7,40,40,163.2175,1.0,8.0,0.125,4.35,1.0,home_confort
113e3a788b935f48aad63e1c41dac1bd,841.08,47,47,17.89531914893617,1.0,8.0,0.0425531914893617,4.391304347826087,0.9787234042553191,christmas_supplies
116ccb1a1604bc88e4d234a8c23f33de,1969.89,71,71,27.74492957746479,1.0,5.0,0.028169014084507043,4.591549295774648,1.0,auto
11742f81550ac064cc9a40f67151d9ad,781.9,2,2,390.95,2.5,5.0,0.0,5.0,1.0,air_conditioning
117cfc326c6d50da67ca858ff5c0c852,454.6,5,5,90.92,0.0,3.0,0.0,4.6,1.0,housewares
11938fcc75f6902fea1d0a6f72b54a57,594.98,2,2,297.49,1.0,20.5,0.0,3.0,1.0,bed_bath_table
119c7f1a00ef43fad0e57604e76a747c,189.8,2,2,94.9,0.5,4.5,0.0,4.5,1.0,health_beauty
119d1aef1b4144adba89163f6cd9f5d4,1094.0,4,4,273.5,2.0,2.0,0.0,4.75,1.0,furniture_decor
11bfa66332777660bd0640ee84d47006,3925.87,102,102,38.48892156862745,1.0,10.0,0.1568627450980392,3.784313725490196,1.0,health_beauty
